The date,Region,The town/village,County/City,Initial year of exploitation ,Building Total Area,Room volume,Average floor height,Reference area,Above-ground floors,Underground floor,Mansard,Roof floor,Initial energy class ,Energy consumption before,Heat energy consumption before,Carbon dioxide emissions before,Carrying out construction works ,Reconstruction of engineering systems,Water heating system,Heat installation,Energy class after,Heat energy consumption after,Consumption for hot water after,Consumption for mechanical ventilation after,Consumption for lighting after,Consumption for cooling after,Energy consumption after,Heat saving for heating,Total energy consumption saving,Saving of heat energy ,Primary non-renewable energy,Primary total energy consumption,Almost zero energy building,Carbon dioxide emission tons after,Carbon dioxide emission after,Area of the external surface,Average heat transfer coefficient,Average heat transfer coefficient_1,Building calculated heat loss coefficient,Building allowable heat loss coefficient,Indoor temperature heating,Indoor temperature for cooling,Air exchange rate,Ventilation heat loss coefficient,Energy resource for heating 1,Energy resource for heating 2,Energy resource for hot water 1,Energy resource for hot water 2,Energy resource for ventilation,Energy resource for cooling 1,Energy resource for cooling 2,CO2 emission factor for heating 1,CO2 emission factor for heating 2,CO2 emission factor for hot water 1,CO2 emission factor for hot water 2,CO2 emission factor for ventilation,CO2 emission factor for cooling 1,CO2 emission factor for cooling 2,Non-renewable factor for heating 1,Non-renewable factor for heating 2,Non-renewable factor for water 1,Non-renewable factor for water 2,Non-renewable factor for ventilation,Non-renewable factor for cooling 1,Non-renewable factor for cooling 2,Renewable factor for heating 1,Renewable factor for heating 2,Renewable factor for water 1,Renewable factor for water 2,Renewable factor for ventilation,Renewable factor for cooling 1,Renewable factor for cooling 2,Total factor for heating 1,Total factor for heating 2,Total factor for water 1,Total factor for water 2,Total factor for ventilation,Total factor for cooling 1,Total factor for cooling 2
2021,Zemgales,town56,county37,2014,117.7,311.0,2.65,117.7,2,0,1,0,C,125.6,93.9,0.14,0,1,0,1,B,63,24,0,0,12,99,30.9,26.6,32.91,77.0,160.0,0,0.52,4.42,307.0,0.3,0.27,0.82,0.95,20.0,24,0.4,0.36,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,Electricity from the grid,-,109.0,0,109,0,-,109,-,1.9,0,1.9,0,-,1.9,-,0.6,1,0.6,1,-,0.6,-,2.5,1,2.5,1,-,2.5,-
2021,Latgales,town57,county42,1990,176.8,281.0,2.5,112.4,2,1,0,0,E,190.98,170.19,9.07,1,0,0,0,C,94,12,0,0,0,106,76.19,84.98,44.77,21.0,126.0,0,0.48,4.23,339.0,0.34,0.27,1.02,0.83,20.0,27,0.4,0.34,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Zemgales,town2,county2,2004,304.7,640.64,2.6,246.4,2,0,0,0,C,124.64,87.32,24.45,1,1,0,0,B,64,0,0,0,0,64,23.32,60.64,26.71,70.0,70.0,0,3.21,13.01,675.0,0.36,0.3,0.99,0.82,20.0,27,0.4,0.35,Gas,-,-,-,-,-,-,202.0,-,-,-,-,-,-,1.1,-,-,-,-,-,-,0.0,-,-,-,-,-,-,1.1,-,-,-,-,-,-
2021,Rīgas,town58,county43,2013,255.3,603.0,2.8,215.4,2,1,0,1,C,116.4,88.6,6.01,0,1,0,0,B,61,12,1,0,18,92,27.6,24.4,31.15,125.0,128.0,0,0.73,3.39,697.0,0.26,0.33,0.86,1.35,20.0,24,0.5,0.48,Wood/wood waste,-,Wood/wood waste,-,Electricity from the grid,Electricity from the grid,-,15.6,-,15.6,-,109,109,-,1.1,-,1.1,-,1.9,1.9,-,0.0,-,0,-,0.6,0.6,-,1.1,-,1.1,-,2.5,2.5,-
2021,Rīgas,town3,county44,2017,134.6,346.63,3.03,114.4,1,0,0,0,C,128.2,87.1,4.87,0,1,0,0,A,56,28,0,0,18,102,31.1,26.2,35.71,137.0,147.0,0,0.39,3.42,438.0,0.22,0.28,0.88,1.38,20.0,24,0.5,0.52,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Latgales,town59,county45,1983,81.79,343.82,2.4,81.79,2,0,1,0,F,311.1,283.7,16.18,1,1,0,0,B,61,22,4,0,0,87,222.7,224.1,78.5,45.0,144.0,0,0.75,5.2,402.0,0.22,0.28,0.67,1.05,20.0,25,0.48,0.11,Electricity from the grid,Solid biofuel,Electricity from the grid,Solid biofuel,Electricity from the grid,-,-,109.0,40,109,40,109,-,-,1.9,0.2,1.9,0.2,1.9,-,-,0.6,1,0.6,1,0.6,-,-,2.5,1.2,2.5,1.2,2.5,-,-
2021,Kurzemes,town8,county8,2007,232.6,419.25,2.5,167.7,2,1,0,1,D,148.6,122.2,29.27,1,1,0,0,C,86,17,0,0,10,113,36.2,35.6,29.62,132.0,138.0,0,3.67,21.89,485.0,0.38,0.3,1.12,1.1,20.0,24,0.4,0.34,Gas,-,Gas,-,-,Electricity from the grid,-,202.0,-,202,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Rīgas,town60,county4,2013,253.2,577.4,2.8,206.2,1,0,0,0,D,126.6,110.7,0.08,1,1,0,0,C,77,9,0,0,10,95,33.9,31.3,30.62,1.0,37.0,0,0.02,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Kurzemes,town61,county46,1991,127.4,198.72,2.7,73.6,1,1,0,0,E,187.0,154.0,14.0,1,0,0,0,B,75,33,0,0,0,107,79.0,80.0,51.3,36.0,158.0,0,0.4,5.47,257.0,0.33,0.3,1.18,1.26,20.5,21.3,0.35,0.32,Solid biofuel,-,Electricity from the grid,Solid biofuel,-,-,-,40.0,-,109,40,-,-,-,0.2,-,1.9,0.2,-,-,-,1.0,-,0.6,1,-,-,-,1.2,-,2.5,1.2,-,-,-
2021,Vidzemes,town62,county47,2007,221.3,492.0,2.6,189.5,2,1,0,1,D,130.7,108.9,5.69,1,1,0,0,C,84,15,0,0,8,107,24.9,23.7,22.87,135.0,140.0,0,0.48,2.55,503.0,0.25,0.29,0.69,0.95,20.0,20,0.45,0.4,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Latgales,town63,county48,1988,106.3,234.92,2.21,106.3,1,1,1,0,E,208.33,172.07,9.26,1,0,0,0,C,87,36,0,0,20,144,85.07,64.33,49.44,40.0,181.0,0,0.66,6.23,326.0,0.3,0.3,1.0,1.2,19.0,0,0.5,0.4,Solid biofuel,-,Solid biofuel,-,-,Electricity from the grid,-,40.0,-,40,-,-,109,-,0.2,-,0.2,-,-,1.9,-,1.0,-,1,-,-,0.6,-,1.2,-,1.2,-,-,2.5,-
2021,Latgales,town64,county49,1930,157.7,363.0,2.5,145.2,2,0,1,0,D,151.74,134.04,6.07,1,1,0,0,C,90,18,0,0,0,107,44.04,44.74,32.86,147.0,147.0,0,0.3,2.09,514.0,0.33,0.33,1.16,1.16,19.0,25,0.3,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Zemgales,town2,county2,2010,278.2,732.56,2.93,250.2,2,0,0,0,D,122.98,107.05,4.92,1,1,0,0,C,70,16,2,0,0,88,37.24,34.8,34.79,108.38,109.84,0,4.4,17.59,659.0,0.32,0.33,0.83,0.87,20.0,25,0.46,,Gas,-,Gas,-,Electricity from the grid,Electricity from the grid,-,202.0,-,202,-,109,109,-,1.1,-,1.1,-,1.9,1.9,-,0.0,-,0,-,1.6,1.6,-,1.1,-,1.1,-,2.5,2.5,-
2021,Kurzemes,town65,county25,1979,75.4,207.35,2.75,75.4,1,0,0,0,C,121.0,91.0,11.0,1,1,1,0,A,60,32,0,0,0,92,31.0,29.0,34.07,21.0,129.0,0,0.32,4.31,262.0,0.3,0.29,1.09,1.25,20.3,22.3,0.35,0.33,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Rīgas,town12,county12,2011,352.1,635.0,2.7,235.3,2,1,0,0,D,111.1,91.9,3.45,1,1,0,0,C,70,10,0,0,11,91,21.9,20.1,23.83,58.0,97.0,0,0.78,3.33,633.0,0.31,0.3,0.85,0.99,20.0,24,0.4,0.37,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,Electricity from the grid,-,109.0,0,109,0,-,109,-,1.9,0,1.9,0,-,1.9,-,0.6,1,0.6,1,-,0.6,-,2.5,1,2.5,1,-,2.5,-
2021,Vidzemes,town66,county32,1976,116.5,276.0,2.5,110.4,1,0,0,0,F,349.16,319.11,14.0,1,0,0,0,C,93,30,0,0,0,123,226.11,226.16,70.86,169.0,169.0,0,0.27,2.4,475.0,0.27,0.27,1.16,1.16,19.0,25,0.32,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town22,county13,1980,169.8,334.7,2.65,103.1,2,1,1,0,F,227.2,205.7,10.98,1,0,0,0,C,89,22,0,0,7,117,116.7,110.2,56.73,148.0,152.0,0,0.34,2.67,353.0,0.28,0.34,0.83,1.22,20.0,24,0.45,0.41,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Kurzemes,town8,county8,1966,76.1,401.0,3.0,79.1,2,0,1,0,F,284.7,258.8,11.39,1,1,0,1,A,46,15,2,0,0,64,212.8,220.7,82.23,4.0,41.0,1,0.03,0.24,400.0,0.2,0.3,0.7,1.2,18.0,25,0.4,0.35,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,Electricity from the grid,-,-,0.0,-,0,-,109,-,-,0.0,-,0,-,1.9,-,-,1.0,-,1,-,0.6,-,-,1.0,-,1,-,2.5,-,-
2021,Kurzemes,town67,county39,1960,137.8,252.0,2.39,105.7,2,1,0,0,C,114.0,91.0,6.0,1,0,1,0,A,38,28,0,0,0,67,53.0,47.0,58.24,16.0,82.0,0,0.3,2.79,289.0,0.27,0.26,0.8,0.8,20.0,25,0.35,0.28,Solid biofuel,-,Electricity from the grid,Solid biofuel,-,-,-,40.0,-,109,40,-,-,-,0.2,-,1.9,0.2,-,-,-,1.0,-,0.6,1,-,-,-,1.2,-,2.5,1.2,-,-,-
2021,Kurzemes,town68,county20,1938,114.2,273.56,2.8,97.7,1,0,0,0,E,190.0,167.0,14.0,1,0,0,0,B,68,25,0,0,0,92,99.0,98.0,59.28,67.0,186.0,0,0.67,6.83,315.0,0.35,0.28,1.16,1.06,20.3,22.3,0.35,0.33,Solid biofuel,-,Electricity from the grid,-,-,-,-,40.0,-,109,-,-,-,-,0.2,-,1.9,-,-,-,-,1.0,-,0.6,-,-,-,-,1.2,-,2.5,-,-,-,-
2021,Kurzemes,town8,county8,1963,68.7,178.6,2.6,68.7,1,0,0,0,D,142.0,107.0,11.0,1,1,1,0,A,39,35,0,4,0,78,68.0,64.0,63.55,25.0,121.0,1,0.3,4.1,245.0,0.3,0.27,1.1,1.3,20.0,25,0.35,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Zemgales,town69,county14,1999,235.5,419.0,2.5,167.6,2,1,1,0,D,144.4,103.0,5.52,1,0,0,0,B,58,22,0,0,20,100,45.0,44.4,43.69,23.0,121.0,0,0.55,3.31,457.0,0.0,0.4,0.9,1.1,19.0,26,0.4,0.3,Solid biofuel,-,Photovoltaic cells,Solid biofuel,-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,40.0,-,0,40,-,0,109,0.2,-,0,0.2,-,0,1.9,1.0,-,1,1,-,1,0.6,1.2,-,1,1.2,-,1,2.5
2021,Zemgales,town70,county50,1985,163.32,293.92,2.7,106.61,1,1,0,0,E,180.56,159.09,36.47,1,1,0,0,C,95,21,0,0,0,116,64.03,64.48,40.25,178.76,178.76,0,2.55,23.45,356.0,0.36,0.32,1.16,1.03,20.0,25,0.29,,Gas,-,Gas,-,Electricity from the grid,Electricity from the grid,-,202.0,-,202,-,109,109,-,1.1,-,1.1,-,1.9,1.9,-,0.0,-,0,-,1.6,1.6,-,1.1,-,1.1,-,2.5,2.5,-
2021,Kurzemes,town71,county25,1935,145.9,334.62,2.6,128.7,2,0,0,1,F,203.0,179.7,9.76,1,0,0,0,C,70,19,0,0,6,96,109.7,107.0,61.05,134.0,138.0,0,0.31,2.43,395.0,0.25,0.27,0.82,1.04,20.0,24,0.36,0.32,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Rīgas,town72,county27,2021,197.0,473.32,2.5,189.1,2,0,1,0,C,99.0,82.3,5.55,0,1,0,1,A,49,18,4,0,0,72,33.3,27.5,40.46,15.0,101.0,1,0.56,2.98,510.0,0.21,0.29,0.59,0.91,20.0,27,0.44,0.11,Solid biofuel,Saules enerģija,Solid biofuel,Saules enerģija,Saules enerģija,Saules enerģija,-,40.0,0,40,0,0,0,-,0.2,0,0.2,0,0,0,-,1.0,1,1,1,1,1,-,1.2,1,1.2,1,1,1,-
2021,Vidzemes,town73,county26,1920,148.7,348.72,2.4,145.3,2,0,0,1,D,144.8,122.9,6.9,1,0,0,0,C,78,20,0,0,2,100,44.9,44.8,36.53,123.0,124.0,0,0.28,1.9,488.0,0.19,0.25,0.67,1.06,20.0,24,0.4,0.33,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Rīgas,town74,county51,1991,70.4,228.8,2.6,70.4,1,0,0,0,F,420.35,387.1,16.81,1,1,0,0,B,68,37,2,0,0,107,319.1,313.35,82.43,4.0,64.0,0,0.02,0.25,315.0,0.3,0.3,1.07,1.07,19.0,25,0.41,0.1,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",-,Electricity from the grid,-,-,0.0,-,0,-,109,-,-,0.0,-,0,-,1.9,-,-,1.0,-,1,-,0.6,-,-,1.0,-,1,-,2.5,-,-
2021,Kurzemes,town75,county25,1939,146.2,658.53,2.71,132.5,2,1,0,0,D,120.0,102.0,10.0,1,1,1,0,A,49,10,0,0,0,59,53.0,61.0,51.96,13.0,83.0,0,0.68,2.79,392.0,0.36,0.31,0.6,0.6,20.3,22.3,0.35,0.32,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Rīgas,town76,county41,2005,365.9,191.8,2.4,191.8,2,1,0,0,F,374.95,349.32,16.63,1,1,0,0,C,84,24,5,0,1,114,265.32,260.95,75.95,75.0,192.0,0,1.37,7.15,441.0,0.35,0.48,0.8,1.11,22.0,27,0.45,0.13,Electricity from the grid,Solid biofuel,Solid biofuel,-,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,109.0,40,109,-,109,0,109,1.9,0.2,1.9,-,1.9,0,1.9,0.6,1,0.6,-,0.6,1,0.6,2.5,1.2,2.5,-,2.5,1,2.5
2021,Rīgas,town22,county13,2000,373.7,930.5,2.6,357.9,3,0,1,0,D,112.2,86.6,0.14,0,1,0,0,C,62,9,0,0,21,92,24.6,20.1,28.41,2.0,39.0,0,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Zemgales,town77,county14,1995,482.6,1213.48,2.63,416.4,2,1,1,0,D,116.45,108.95,23.52,1,1,0,1,C,63,8,0,0,0,70,45.95,46.45,42.18,85.0,85.0,0,7.28,15.78,1029.0,0.46,0.46,1.02,1.02,19.0,25,0.2,0.15,Gas,-,Gas,-,-,-,-,202.0,-,202,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town3,county44,2020,194.8,418.3,2.8,149.4,1,0,0,0,C,104.2,82.7,21.07,0,1,0,0,B,51,22,0,0,0,73,31.8,31.7,38.45,83.0,85.0,0,2.16,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Rīgas,town78,county52,1985,153.9,232.4,2.35,98.9,2,1,0,1,D,146.5,113.0,66.84,1,0,0,0,C,84,27,0,0,7,118,29.1,28.7,25.75,33.0,162.0,0,0.53,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Vidzemes,town79,county53,1922,92.6,231.5,2.5,92.6,1,0,0,0,F,231.0,189.1,9.85,1,0,0,0,C,84,30,0,0,8,122,104.7,109.0,55.37,28.0,160.0,0,0.49,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Kurzemes,town8,county8,1959,85.5,222.3,2.6,85.5,1,0,0,0,D,142.0,129.0,12.0,1,1,1,0,C,81,13,0,0,0,94,48.0,48.0,37.21,22.0,132.0,0,0.38,4.4,269.0,0.43,0.3,1.4,1.16,20.4,22.4,0.35,0.31,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Rīgas,town28,county18,2007,195.8,573.0,3.0,191.3,2,0,1,0,B,103.01,62.02,5.05,0,1,0,0,A,41,26,3,0,8,77,21.02,26.01,33.89,146.0,192.0,0,1.61,8.4,443.0,0.29,0.34,0.68,0.8,20.0,27,0.5,0.51,Electricity from the grid,-,Electricity from the grid,-,Electricity from the grid,Electricity from the grid,-,109.0,-,109,-,109,109,-,1.9,-,1.9,-,1.9,1.9,-,0.6,-,0.6,-,0.6,0.6,-,2.5,-,2.5,-,2.5,2.5,-
2021,Vidzemes,town48,county36,1961,177.1,344.8,2.3,149.9,2,1,0,1,D,118.1,107.1,5.87,1,1,0,0,C,73,11,0,0,6,90,34.2,27.8,31.93,31.0,133.0,0,0.67,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Vidzemes,town80,county53,1936,205.9,494.16,2.4,205.9,2,0,0,1,E,173.9,148.8,7.0,1,0,0,0,C,87,12,0,0,8,107,61.8,66.9,41.53,136.0,141.0,0,0.54,2.6,486.0,0.31,0.37,0.76,1.07,20.0,20,0.4,0.33,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Rīgas,town81,county11,1966,113.34,263.95,2.4,109.98,1,0,0,0,E,204.7,167.4,8.48,1,0,0,0,C,76,23,0,0,10,109,91.4,95.7,54.6,139.0,145.0,0,0.31,2.78,387.0,0.23,0.27,0.88,1.24,20.0,24,0.4,0.33,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Rīgas,town12,county12,1969,131.2,300.9,2.45,122.8,2,0,0,1,C,121.3,82.4,20.96,0,1,0,0,B,58,26,0,0,17,101,24.6,20.6,29.85,94.0,112.0,0,2.08,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Kurzemes,town52,county39,2019,131.7,342.4,2.6,131.7,1,0,0,0,C,106.0,88.0,6.0,1,0,0,0,B,62,18,0,2,0,82,26.0,24.0,29.55,30.0,14.0,0,0.6,4.4,408.0,0.31,0.23,0.97,1.0,20.0,24,0.35,0.31,Wood/wood waste,-,Saules siltums,Electricity from the grid,-,-,-,40.0,-,0,109,-,-,-,0.2,-,0,1.9,-,-,-,1.0,-,1,0.6,-,-,-,1.2,-,1,2.5,-,-,-
2021,Rīgas,town46,county51,1999,314.7,724.0,2.53,286.4,3,1,1,0,F,194.8,153.0,9.04,1,1,0,0,C,70,22,4,0,20,115,83.0,79.8,54.25,72.0,146.0,0,4.39,15.32,755.0,0.39,0.39,1.03,1.03,18.0,26,0.4,0.21,Solid biofuel,Coal (anthracite),"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,Electricity from the grid,"Aerothermal, geothermal, hydrothermal and marine energy, hydropower",Electricity from the grid,40.0,354,0,109,109,0,109,0.2,1.1,0,1.9,1.9,0,1.9,1.0,0,1,0.6,0.6,1,0.6,1.2,1.1,1,2.5,2.5,1,2.5
2021,Zemgales,town82,county37,1997,206.9,424.3,2.5,169.7,2,0,0,0,D,140.7,101.2,6.78,1,1,0,0,C,73,25,0,0,15,113,28.0,27.5,27.67,23.0,140.0,0,0.75,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Zemgales,town83,county14,2014,179.6,457.98,2.55,179.6,2,0,1,0,D,128.5,95.5,5.72,1,0,0,0,C,75,26,0,0,8,108,20.5,20.5,21.47,137.0,141.0,0,0.46,2.57,476.0,0.28,0.31,0.78,1.07,20.0,24,0.36,0.31,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Zemgales,town84,county50,1925,154.2,416.0,2.7,154.2,1,0,0,0,E,192.06,171.07,7.68,1,1,0,0,C,90,27,0,0,0,117,81.07,75.06,47.39,143.0,128.0,0,4.05,26.29,453.0,0.36,0.27,1.05,0.8,19.0,25,0.35,0.3,Gas,-,Gas,-,-,-,-,202.0,-,202,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Rīgas,town3,county44,2008,250.1,445.28,2.52,176.7,2,1,0,0,C,91.0,78.0,0.0,1,1,0,0,B,53,13,0,2,0,68,25.0,23.0,32.05,3.0,70.0,0,0.03,0.2,367.0,0.34,0.32,0.71,0.75,20.0,24,0.35,0.3,Ģeotermālā enerģija,-,Ģeotermālā enerģija,-,-,-,-,0.0,-,0,-,-,-,-,0.0,-,0,-,-,-,-,1.0,-,1,-,-,-,-,1.0,-,1,-,-,-,-
2021,Rīgas,town85,county43,1975,164.28,306.75,2.78,110.34,2,1,0,0,E,180.29,162.05,7.21,1,0,0,0,C,87,18,0,0,0,105,75.05,75.29,46.31,21.0,126.0,0,0.46,4.21,340.0,0.31,0.31,0.97,0.95,20.0,27,0.5,0.47,Solid biofuel,-,Solid biofuel,-,-,-,-,40.0,-,40,-,-,-,-,0.2,-,0.2,-,-,-,-,1.0,-,1,-,-,-,-,1.2,-,1.2,-,-,-,-
2021,Rīgas,town12,county54,1999,159.8,309.2,2.7,114.5,2,0,0,1,C,119.1,83.5,22.48,0,1,0,0,A,55,30,0,0,8,94,28.4,25.6,34.01,93.0,102.0,0,1.92,16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Vidzemes,town86,county53,1983,120.0,288.0,2.4,120.0,2,0,0,1,E,194.3,165.0,9.66,1,1,0,0,C,90,20,0,0,9,118,75.0,76.3,45.45,158.0,163.0,0,0.35,2.95,277.0,0.37,0.28,0.93,0.96,20.0,20,0.4,0.33,Wood/wood waste,-,Wood/wood waste,-,-,Electricity from the grid,-,15.6,-,15.6,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Zemgales,town87,county14,1993,69.4,218.64,2.37,61.6,2,0,1,0,F,295.2,266.5,16.46,1,1,0,0,B,74,26,4,0,0,108,193.0,187.4,72.42,56.0,165.0,0,0.55,5.98,284.0,0.27,0.28,0.91,1.16,20.0,27,0.45,0.11,Solid biofuel,Electricity from the grid,Solid biofuel,Electricity from the grid,Electricity from the grid,Electricity from the grid,-,40.0,109,40,109,109,109,-,0.2,1.9,0.2,1.9,1.9,1.9,-,1.0,0.6,1,0.6,0.6,0.6,-,1.2,2.5,1.2,2.5,2.5,2.5,-
2021,Kurzemes,town88,county55,1979,142.1,238.25,2.54,93.8,1,1,0,0,D,179.0,148.0,8.2,1,0,0,0,B,62,31,0,0,0,93,86.0,86.0,58.11,34.0,139.0,0,0.45,4.83,306.0,0.27,0.29,0.92,1.11,19.7,22.9,0.34,0.29,Solid biofuel,-,Electricity from the grid,Solid biofuel,-,-,-,40.0,-,109,40,-,-,-,0.2,-,1.9,0.2,-,-,-,1.0,-,0.6,1,-,-,-,1.2,-,2.5,1.2,-,-,-
2021,Vidzemes,town89,county31,2007,174.0,396.0,2.72,145.6,2,0,1,0,D,135.29,114.11,5.41,1,0,0,0,C,86,27,0,0,0,113,28.11,22.29,24.63,155.0,155.0,0,0.32,2.21,427.0,0.32,0.32,0.92,0.92,19.0,25,0.44,0.3,Wood/wood waste,-,Wood/wood waste,-,-,-,-,15.6,-,15.6,-,-,-,-,1.1,-,1.1,-,-,-,-,0.0,-,0,-,-,-,-,1.1,-,1.1,-,-,-,-
2021,Kurzemes,town67,county39,1995,167.4,279.0,2.6,107.5,2,1,0,0,F,215.8,185.8,45.89,1,0,0,0,C,88,30,0,0,20,138,97.8,77.8,52.64,174.0,186.0,0,2.93,27.26,343.0,0.23,0.28,0.99,1.24,18.0,0,0.45,0.39,Gas,-,Gas,-,-,Electricity from the grid,-,202.0,-,202,-,-,109,-,1.1,-,1.1,-,-,1.9,-,0.0,-,0,-,-,0.6,-,1.1,-,1.1,-,-,2.5,-
2021,Vidzemes,town90,county31,1933,139.8,306.74,2.45,133.6,1,1,0,0,F,179.5,157.5,40.59,1,1,0,0,C,85,25,3,0,0,114,72.5,65.5,46.03,143.0,147.0,0,3.11,24.84,452.0,0.24,0.25,0.94,1.14,20.0,27,0.48,0.11,Electricity from the grid,Gas,Electricity from the grid,Gas,Electricity from the grid,-,-,109.0,202,109,202,109,-,-,1.9,1.1,1.9,1.1,1.9,-,-,0.6,0,0.6,0,0.6,-,-,2.5,1.1,2.5,1.1,2.5,-,-
